pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,Mass_Ratio_q,Mass_Ratio_q_err1,Mass_Ratio_q_err2,a_over_Rs,a_over_Rs_err1,a_over_Rs_err2,Hill_Radius_AU,Hill_Radius_AU_err1,Hill_Radius_AU_err2,v_esc_over_v_orb,v_esc_over_v_orb_err1,v_esc_over_v_orb_err2,Safronov_Number,Safronov_Number_err1,Safronov_Number_err2,log_g_p_cgs,log_g_p_cgs_err1,log_g_p_cgs_err2,pl_type,GMM_cluster_final,first_gmm_max_probs,GMM_2nd_cluster,GMM_2nd_prob
HATS-29 b,HATS-29,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,4.6058749,6.3e-06,-6.30E-06,0,0.05475,0.00088,-0.00088,0,14.022459,0.683749,-0.683749,0,1.251,0.061,-0.061,0,0.653,0.063,-0.063,0,0.411,0.06,-0.06,0,0.158,,,1,1212,30,-30,0,87.37,0.34,-0.34,0,0,10.96,0.34,-0.34,0,78.4,7.1,-7.1,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,G,5670,110,-110,0,1.073,0.038,-0.038,0,1.032,0.049,-0.049,0,0.16,0.08,-0.08,0,[Fe/H],4.389,0.027,-0.027,0,5.5,2.6,-1.7,0,1.17,0.11,-0.11,0,2.35,0.8,-0.8,0,0.000603803,6.492596582837125e-05,-6.49E-05,10.972206984162195,0.4267251953128048,-0.426725195,0.003208549,0.000208168,-0.000203378,0.332554579,0.036205233,-0.033395276,1.118099180700651e+75,1.118099180700651e+75,-1.12E+75,3.0145856,0.059576754,-0.059576754,HJ,A1,0.9999939230340424,B,6.076959094575895e-06
HATS-3 b,HATS-3,1,1,1,Transit,2013,HATSouth,Published Confirmed,0,<a refstr=BAYLISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....146..113B/abstract target=ref> Bayliss et al. 2013 </a>,3.547851,5e-06,-5.00E-06,0,0.0485,0.0004,-0.0006,0,15.48,0.392,-0.392,0,1.381,0.035,-0.035,0,1.071,0.136,-0.136,0,0.51,0.07,-0.07,0,0,,,0,1648,24,-24,0,86.2,0.3,-0.3,0,0,7.42,0.12,-0.12,0,125.7,15.7,-15.7,0,<a refstr=BAYLISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....146..113B/abstract target=ref> Bayliss et al. 2013 </a>,F,6351,76,-76,0,1.404,0.03,-0.03,0,1.209,0.036,-0.036,0,-0.157,0.07,-0.07,0,[Fe/H],4.22,0.01,-0.01,0,3.2,0.6,-0.4,0,,,,,9.12,1.31,-1.31,0,0.000845327,0.000110255,-0.000110255,7.428210820477602,0.1701353732202789,-0.183405508,0.003179627,0.000190338,-0.00020753,0.3524831806725119,0.033900978,-0.033960734,1.2561203786317468e+75,1.2561203786317468e+75,-1.26E+75,3.143589152037949,0.059379718,-0.059379718,HJ,A1,0.999999391,B,6.085757221064385e-07
HATS-31 b,HATS-31,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,3.37796,1.2e-05,-1.20E-05,0,0.0478,0.0012,-0.0012,0,18.38276,2.46598,-2.46598,0,1.64,0.22,-0.22,0,0.88,0.12,-0.12,0,0.243,0.124,-0.088,0,0.233,,,1,1823,81,-81,0,85,2.5,-1.6,0,0,5.49,0.43,-0.43,0,102,13,-13,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,,6050,120,-120,0,1.87,0.18,-0.18,0,1.275,0.096,-0.096,0,0,0.07,-0.07,0,[Fe/H],4,0.065,-0.065,0,4.3,1.1,-1.1,0,0.275,0.082,-0.059,0,7.01,0.5,-0.5,0,0.000658618,0.000102593,-0.000102593,5.496622107230128,0.5467851800545219,-0.54678518,0.002883581,0.000282618,-0.000270469,0.2834399428155356,0.058444823,-0.047931035,8.122254013306855e+74,8.122254013306855e+74,-8.12E+74,2.908982014418129,0.1307046059558301,-0.130704606,HJ,A1,0.999999994,B,6.386754972271149e-09
HATS-32 b,HATS-32,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,2.8126548,5.5e-06,-5.50E-06,0,0.04024,0.00053,-0.00053,0,14.000041,1.614096,-1.076064,0,1.249,0.144,-0.096,0,0.92,0.1,-0.1,0,0.58,0.16,-0.16,0,0.471,,,1,1437,58,-58,0,87.1,1.2,-1.2,0,0,7.88,0.46,-0.61,0,124,14,-14,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,,5700,110,-110,0,1.097,0.098,-0.063,0,1.099,0.044,-0.044,0,0.39,0.05,-0.05,0,[Fe/H],4.396,0.057,-0.057,0,3.5,1.8,-1.8,0,1.17,0.22,-0.22,0,3.56,0.69,-0.69,0,0.000798825,9.25315669585711e-05,-9.25E-05,7.887891618116706,0.4647571660087059,-0.712278629,0.002588817,0.000163108,-0.000162193,0.3281902071579108,0.041308005,-0.042404187,1.0889443854283838e+75,1.0889443854283838e+75,-1.09E+75,3.164849989,0.081764514,-0.110710124,FHJ,A1,0.9999883941327858,B,1.1605834160992875e-05
HATS-33 b,HATS-33,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,2.5495551,6.1e-06,-6.10E-06,0,0.03727,0.00037,-0.00037,0,13.78707,1.255408,-0.907929,0,1.23,0.112,-0.081,0,1.192,0.053,-0.053,0,0.79,0.19,-0.19,0,0.08,,,1,1429,38,-38,0,87.62,0.92,-0.92,0,0,7.83,0.32,-0.32,0,170.1,6.8,-6.8,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,,5659,85,-85,0,1.022,0.05,-0.037,0,1.062,0.032,-0.032,0,0.29,0.05,-0.05,0,[Fe/H],4.445,0.036,-0.036,0,3,1.7,-1.7,0,1.4,0.16,-0.16,0,3.87,0.42,-0.42,0,0.001071058,5.752783457370178e-05,-5.75E-05,7.841841988823151,0.2943827277302744,-0.391470748,0.002643971,9.30221195727045e-05,-9.10E-05,0.3685409862488273,0.0291206,-0.030419391,1.3731755164641455e+75,1.3731755164641455e+75,-1.37E+75,3.290653070888778,0.060371281,-0.081414185,FHJ,A1,0.9999871419039896,B,1.2857610345872934e-05
HATS-34 b,HATS-34,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,2.1061607,4.7e-06,-4.70E-06,0,0.03166,0.00034,-0.00034,0,16.02887,2.12971,-2.12971,0,1.43,0.19,-0.19,0,0.941,0.072,-0.072,0,0.4,0.19,-0.13,0,0.108,,,1,1445,42,-42,0,82.28,0.43,-0.59,0,0,6.96,0.34,-0.34,0,152,11,-11,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,,5380,73,-73,0,0.98,0.047,-0.047,0,0.955,0.031,-0.031,0,0.25,0.07,-0.07,0,[Fe/H],4.435,0.043,-0.043,0,7.7,2.7,-2.7,0,1.44,0.22,-0.22,0,4.07,0.58,-0.58,0,0.000940259,7.814989164596488e-05,-7.81E-05,6.946954029563528,0.3414208204542962,-0.34142082,0.002150567,0.000101817,-0.000100746,0.2951639721388259,0.040972523,-0.034303916,8.808078090516669e+74,8.808078090516669e+74,-8.81E+74,3.057104586860489,0.1200956920315313,-0.120095692,FHJ,A1,0.999999509,B,4.90940103732404e-07
HATS-35 b,HATS-35,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,1.8209993,1.6e-06,-1.60E-06,0,0.03199,0.00033,-0.00033,0,16.409976,0.773421,-0.493196,0,1.464,0.069,-0.044,0,1.222,0.078,-0.078,0,0.484,0.042,-0.07,0,0.306,,,1,2037,43,-43,0,86.9,1.3,-1.3,0,0,4.79,0.11,-0.16,0,170,10,-10,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,,6300,100,-100,0,1.433,0.056,-0.038,0,1.317,0.04,-0.04,0,0.21,0.06,-0.06,0,[Fe/H],4.244,0.023,-0.023,0,2.13,0.51,-0.51,0,0.628,0.045,-0.061,0,8.66,0.34,-0.34,0,0.000885415,6.258765086217018e-05,-6.26E-05,4.800402351961471,0.1365887490042042,-0.194020072,0.002129885,8.951512641976883e-05,-8.83E-05,0.284552287,0.019641623,-0.020864358,8.186129784313941e+74,8.186129784313941e+74,-8.19E+74,3.1501760908251453,0.038077915,-0.04944023,UHJ,A1,0.9999994520658416,B,5.478856353056004e-07
HATS-38 b,HATS-38,1,1,1,Transit,2020,HATSouth,Published Confirmed,0,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..222J/abstract target=ref>Jord&aacute;n et al. 2020</a>,4.375021,1e-05,-1.00E-05,0,0.05036,0.0003,-0.00023,0,6.882326,0.190553,-0.190553,0,0.614,0.017,-0.017,0,0.074,0.011,-0.011,0,0.403,0.071,-0.071,0,0,,,0,1294,10,-10,0,87.21,0.18,-0.18,0,0,9.81,0.14,-0.14,0,9.9,1.5,-1.5,0,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..222J/abstract target=ref>Jord&aacute;n et al. 2020</a>,,5732,25,-25,0,1.105,0.016,-0.016,0,0.89,0.016,-0.012,0,-0.102,0.043,-0.043,0,[Fe/H],4.301,0.013,-0.013,0,11.89,0.6,-0.6,0,,,,,3.1,0.27,-0.27,0,7.934199897187339e-05,1.184249862487158e-05,-1.19E-05,9.800157008,0.153442752,-0.148794165,0.001500421,8.746806162093779e-05,-9.32E-05,0.1650297779892841,0.016100234,-0.016496717,2.753462048018184e+74,2.753462048018184e+74,-2.75E+74,2.687082015811997,0.068891161,-0.068891161,HS,B,0.9033909115868104,A,0.096609088
HATS-39 b,HATS-39,1,1,1,Transit,2018,HATSouth,Published Confirmed,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,4.5776348,7.3e-06,-7.30E-06,0,0.06007,0.00058,-0.00058,0,17.59813,1.34508,-1.34508,0,1.57,0.12,-0.12,0,0.63,0.13,-0.13,0,0.202,0.072,-0.051,0,0.275,,,1,1645,43,-43,0,84.98,0.49,-0.49,0,0,7.97,0.38,-0.38,0,62,13,-13,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,,6572,83,-83,0,1.621,0.085,-0.085,0,1.379,0.04,-0.04,0,0,0.044,-0.044,0,[Fe/H],4.158,0.038,-0.038,0,2.06,0.3,-0.3,0,0.457,0.075,-0.056,0,7.75,0.17,-0.17,0,0.000435951,9.084258561813516e-05,-9.08E-05,7.968640003007813,0.4248743570839172,-0.424874357,0.003158128,0.000269722,-0.000289859,0.2642104040029483,0.043704487,-0.041646249,7.057555372702166e+74,7.057555372702166e+74,-7.06E+74,2.801728283,0.1115283812911227,-0.111528381,HJ,A1,0.99999997,B,3.0074461263431144e-08
HATS-4 b,HATS-4,1,1,1,Transit,2014,HATSouth,Published Confirmed,0,<a refstr=JORDAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....148...29J/abstract target=ref> Jordan et al. 2014 </a>,2.516729,2e-06,-2.00E-06,0,0.0362,0.0002,-0.0002,0,11.433,0.415,-0.415,0,1.02,0.037,-0.037,0,1.323,0.028,-0.028,0,1.55,0.16,-0.16,0,0.013,0.016,-0.016,0,1315,21,-21,0,88.5,0.6,-0.6,0,0,8.43,0.17,-0.22,0,197.5,3.2,-3.2,0,<a refstr=JORDAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....148...29J/abstract target=ref> Jordan et al. 2014 </a>,G,5403,50,-50,0,0.925,0.022,-0.022,0,1.001,0.02,-0.02,0,0.43,0.08,-0.08,0,[Fe/H],4.51,0.02,-0.02,0,2.1,1.6,-1.6,0,,,,,0.7,0.5,-0.5,0,0.001261209,3.670784488137254e-05,-3.67E-05,8.415432249843635,0.2054800539948681,-0.205480054,0.002711839,5.262055169780221e-05,-5.17E-05,0.4328125711487527,0.018471378,-0.017458422,1.893887584085952e+75,1.893887584085952e+75,-1.89E+75,3.498546539027022,0.03282093,-0.03282093,FHJ,A1,0.9996631760900928,B,0.000336821
HATS-40 b,HATS-40,1,1,1,Transit,2018,HATSouth,Published Confirmed,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,3.2642736,5.8e-06,-5.80E-06,0,0.04997,0.00074,-0.00074,0,17.71022,1.79344,-1.34508,0,1.58,0.16,-0.12,0,1.59,0.24,-0.24,0,0.49,0.13,-0.13,0,0.312,,,1,2101,69,-69,0,85.8,1.8,-1.8,0,0,4.74,0.22,-0.31,0,162,23,-23,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,,6460,130,-130,0,2.26,0.18,-0.11,0,1.561,0.069,-0.069,0,0.01,0.077,-0.077,0,[Fe/H],3.921,0.041,-0.041,0,2.07,0.34,-0.34,0,0.189,0.027,-0.027,0,9.52,0.25,-0.25,0,0.000971976,0.000152875,-0.000152875,4.754561840687613,0.2418909586609341,-0.385172076,0.003432054,0.00027334,-0.000276139,0.3586790622177708,0.053792769,-0.052767311,1.300668178623714e+75,1.300668178623714e+75,-1.30E+75,3.198269988774962,0.093001032,-0.109699533,UHJ,A1,0.999999979,B,2.0655343329673315e-08
HATS-41 b,HATS-41,1,1,1,Transit,2018,HATSouth,Published Confirmed,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,4.193649,1.3e-05,-1.30E-05,0,0.0583,0.0015,-0.001,0,14.90797,3.25061,-2.2418,0,1.33,0.29,-0.2,0,9.7,1.6,-1.6,0,5.1,3.3,-2.3,0,0.38,0.11,-0.11,0,1710,170,-120,0,80.4,2.3,-4.2,0,0,7.31,0.98,-0.98,0,1080,190,-190,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,,6424,91,-91,0,1.71,0.36,-0.24,0,1.496,0.115,-0.078,0,0.47,0.041,-0.041,0,[Fe/H],4.14,0.11,-0.11,0,1.34,0.31,-0.51,0,0.42,0.17,-0.17,0,19.21,0.23,-0.23,0,0.006187306,0.001070359,-0.001125975,7.331317609341259,1.0461034862848702,-1.548549626,0.007420992,0.000732593,-0.000720123,1.0653966110661486,0.2323660073404496,-0.222649395,1.1475644501112195e+76,1.1475644501112195e+76,-1.15E+76,4.133255490695429,0.1489697719344227,-0.202486828,HJ,C,1,A,3.620533528495077e-18
HATS-42 b,HATS-42,1,1,1,Transit,2018,HATSouth,Published Confirmed,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,2.292102,2.1e-06,-2.10E-06,0,0.03689,0.00065,-0.00065,0,15.6926,2.80225,-1.56926,0,1.4,0.25,-0.14,0,1.88,0.15,-0.15,0,0.83,0.28,-0.28,0,0.229,,,1,1856,105,-76,0,85.1,2.1,-2.1,0,0,5.36,0.39,-0.56,0,246,17,-17,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,,6060,120,-120,0,1.48,0.2,-0.12,0,1.273,0.067,-0.067,0,0.22,0.07,-0.07,0,[Fe/H],4.201,0.07,-0.07,0,3.26,0.83,-0.83,0,0.55,0.13,-0.13,0,6.04,0.36,-0.36,0,0.001409259,0.000134701,-0.000134701,5.359898061062356,0.444729589,-0.730441579,0.002867688,0.000180609,-0.000173991,0.3942192399695309,0.053307521,-0.057703364,1.5711950296733123e+75,1.5711950296733123e+75,-1.57E+75,3.376088816,0.093515616,-0.158928654,FHJ,A1,0.9999993796513366,B,6.10914982936767e-07
HATS-43 b,HATS-43,1,1,1,Transit,2018,HATSouth,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,4.3888497,5.9e-06,-5.90E-06,0,0.04944,0.00046,-0.00046,0,13.22662,0.56045,-0.56045,0,1.18,0.05,-0.05,0,0.261,0.054,-0.054,0,0.191,0.054,-0.038,0,0.173,0.089,-0.089,0,1003,27,-27,0,89.24,0.29,-0.41,0,0,13.04,0.68,-0.41,0,37.5,8,-8,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,,5099,61,-61,0,0.812,0.032,-0.032,0,0.837,0.023,-0.023,0,0.05,0.041,-0.041,0,[Fe/H],4.539,0.036,-0.036,0,8.6,3,-4.8,0,2.18,0.36,-0.2,0,1.11,0.82,-0.82,0,0.000297561,6.210503467324644e-05,-6.21E-05,13.092784600122782,0.5301570764346546,-0.530157076,0.002288566,0.000193667,-0.000208761,0.2284223187409223,0.032816018,-0.03277425,5.275110185882511e+74,5.275110185882511e+74,-5.28E+74,2.667063531089386,0.097099571,-0.097099571,HJ,A1,0.9999558847728276,B,4.411521766146711e-05
HATS-44 b,HATS-44,1,1,1,Transit,2018,HATSouth,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,2.7439004,3.2e-06,-3.20E-06,0,0.03649,0.0003,-0.0003,0,11.960003,1.401125,-0.795839,0,1.067,0.125,-0.071,0,0.56,0.11,-0.11,0,0.56,0.19,-0.19,0,0.279,,,1,1161,34,-34,0,84.65,0.38,-0.38,0,0,9.24,0.38,-0.38,0,90,17,-17,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,,5080,100,-100,0,0.847,0.036,-0.036,0,0.86,0.021,-0.021,0,0.32,0.071,-0.071,0,[Fe/H],4.514,0.036,-0.036,0,9.7,2.4,-4,0,1.98,0.25,-0.25,0,0.5,1.1,-1.1,0,0.000621371,0.000122995,-0.000122995,9.264031928973717,0.4010472945276995,-0.401047295,0.002158989,0.000170966,-0.00018423,0.2982169289991994,0.045004527,-0.049355695,8.991228837938413e+74,8.991228837938413e+74,-8.99E+74,3.086046226520617,0.1030435189235036,-0.132784434,FHJ,A1,0.999611711,B,0.000388289
HATS-45 b,HATS-45,1,1,1,Transit,2018,HATSouth,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,4.1876244,5.6e-06,-5.60E-06,0,0.05511,0.00069,-0.00069,0,14.414774,1.042437,-1.042437,0,1.286,0.093,-0.093,0,0.7,0.15,-0.15,0,0.41,0.16,-0.11,0,0.24,,,1,1518,45,-45,0,85.61,0.42,-0.42,0,0,9.02,0.39,-0.39,0,75,16,-16,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,,6450,110,-110,0,1.315,0.064,-0.064,0,1.272,0.048,-0.048,0,0.02,0.068,-0.068,0,[Fe/H],4.305,0.036,-0.036,0,1.52,0.7,-0.7,0,0.79,0.1,-0.1,0,9.9,0.4,-0.4,0,0.000525137,0.000114261,-0.000114261,9.011856100292343,0.4528806885329334,-0.452880689,0.003082815,0.000290266,-0.000308208,0.3068901640190519,0.053272272,-0.050634013,9.521829542572215e+74,9.521829542572215e+74,-9.52E+74,3.020803141201206,0.1122779444899439,-0.112277944,HJ,A1,0.999993805,B,6.194675525657351e-06
HATS-46 b,HATS-46,1,1,1,Transit,2018,HATSouth,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,4.7423729,4.9e-06,-4.90E-06,0,0.05367,0.00053,-0.00053,0,10.121727,0.650122,-0.504405,0,0.903,0.058,-0.045,0,0.173,0.062,-0.062,0,0.28,0.12,-0.12,0,0.559,,,1,1054,29,-29,0,87.32,0.22,-0.31,0,0,13.55,0.45,-0.65,0,22.1,8,-8,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,,5495,69,-69,0,0.853,0.04,-0.03,0,0.917,0.027,-0.027,0,-0.06,0.046,-0.046,0,[Fe/H],4.542,0.038,-0.038,0,3,3.4,-2.1,0,2.1,0.22,-0.29,0,0.9,0.66,-0.66,0,0.000180027,6.473580867159722e-05,-6.47E-05,13.529824220833351,0.4942455936752321,-0.648373979,0.002101215,0.000272372,-0.000324088,0.2116133633954361,0.046480519,-0.05047188,4.527314282035868e+74,4.527314282035868e+74,-4.53E+74,2.7208576408651397,0.1615499392332215,-0.165339879,HJ,A1,0.9819514473056694,B,0.018048553
HATS-47 b,HATS-47,1,1,1,Transit,2020,HATSouth,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..173H/abstract target=ref>Hartman et al. 2020</a>,3.9228038,2.2e-06,-2.20E-06,0,0.04269,0.00033,-0.00025,0,12.520453,0.156926,-0.156926,0,1.117,0.014,-0.014,0,0.369,0.031,-0.021,0,0.331,0.027,-0.027,0,0.088,,,1,852.9,4.7,-4.7,0,87.08,0.061,-0.061,0,0,13.98,0.15,-0.15,0,61.7,4.3,-4.3,0,<a refstr=HARTMAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..173H/abstract target=ref>Hartman et al. 2020</a>,,4512,19,-19,0,0.6564,0.0055,-0.0055,0,0.674,0.016,-0.012,0,-0.113,0.035,-0.035,0,[Fe/H],4.633,0.011,-0.011,0,8.1,2.9,-4.3,0,3.36,0.13,-0.099,0,2.47,0.7,-0.7,0,0.00052243,4.486454710100246e-05,-3.22E-05,13.985151409323242,0.1594328394522271,-0.142965613,0.002383938,9.872471205594472e-05,-7.79E-05,0.2890696584999939,0.0177133,-0.014150981,8.448108496713113e+74,8.448108496713113e+74,-8.45E+74,2.865107058291198,0.038074979,-0.027007302,HJ,A1,0.9999237513182008,B,7.624865003617169e-05
HATS-49 b,HATS-49,1,1,1,Transit,2020,HATSouth,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..173H/abstract target=ref>Hartman et al. 2020</a>,4.1480467,3.7e-06,-3.70E-06,0,0.04515,0.00016,-0.00016,0,8.574885,0.145717,-0.145717,0,0.765,0.013,-0.013,0,0.353,0.038,-0.027,0,0.986,0.094,-0.094,0,0.071,,,1,834.8,3.6,-3.6,0,88.27,0.16,-0.11,0,0,13.91,0.11,-0.11,0,55.9,5.5,-5.5,0,<a refstr=HARTMAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..173H/abstract target=ref>Hartman et al. 2020</a>,,4405,15,-15,0,0.6977,0.0055,-0.0055,0,0.7133,0.0075,-0.0075,0,0.208,0.053,-0.053,0,[Fe/H],4.6036,0.0077,-0.0077,0,10.5,1.4,-2,0,2.961,0.073,-0.073,0,0.5,0.78,-0.78,0,0.000472241,5.1078086531028167e-05,-3.65E-05,13.915493789951002,0.1202708506838346,-0.120270851,0.002437841,0.000102386,-8.05E-05,0.341532616,0.023572944,-0.018346725,1.1792851568550931e+75,1.1792851568550931e+75,-1.18E+75,3.1746388734439432,0.049025979,-0.036349724,HJ,A1,0.9491567438907956,B,0.050843256
